[Main]
Experiment = "VvsI"
Header length = 59    
Date = "20181208 10:39:13"
Comments = "SD: 3I+ to 1V+; Voltage1: 2I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = TRUE
Finish temperature (K) = 3.000000E+2
Delay after setting finish temperature (s) = 0.000000E+0
Finish temperature stabiliation (K) = 2.000000E-1
Finish temperature ramp rate (K/min) = 1.000000E+1
Wait for finish temperature to stabilize = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "09"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 2.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Temperature (K)
1.172896567E+3	900.000000000E-9	2.212422319E-3	13.121488000E-3	365.132436991E-9	4.342179971E-6	2.458247021E+3	14.579431111E+3	405.702707768E-3	4.824644412E+0	406.901113413E-6	68.473452842E-6	9.999900000E+0
1.178364762E+3	890.000000000E-9	2.187993415E-3	12.974838000E-3	198.707005200E-9	4.152620610E-6	2.458419567E+3	14.578469663E+3	223.266297977E-3	4.665865854E+0	409.351152225E-6	68.189566996E-6	9.999700000E+0
1.183865427E+3	880.000000000E-9	2.163463866E-3	12.830415667E-3	218.773192672E-9	3.583876425E-6	2.458481666E+3	14.580017803E+3	248.605900763E-3	4.072586847E+0	407.671585641E-6	69.241368486E-6	10.000700000E+0
1.189333149E+3	870.000000000E-9	2.138971996E-3	12.684374333E-3	287.151686139E-9	4.257523712E-6	2.458588501E+3	14.579740613E+3	330.059409355E-3	4.893705416E+0	408.298753831E-6	68.473765418E-6	9.999700000E+0
1.194823674E+3	860.000000000E-9	2.114468519E-3	12.537387000E-3	248.581240219E-9	4.671425353E-6	2.458684324E+3	14.578356977E+3	289.047953743E-3	5.431889945E+0	408.105347661E-6	68.033073145E-6	9.999900000E+0
1.200289227E+3	850.000000000E-9	2.090358625E-3	12.394094667E-3	305.441020423E-9	5.112851106E-6	2.459245441E+3	14.581287843E+3	359.342376968E-3	6.015118949E+0	414.767480935E-6	69.787404304E-6	9.999400000E+0
1.205746592E+3	840.000000000E-9	2.065206687E-3	12.250301667E-3	270.115528442E-9	4.210526286E-6	2.458579389E+3	14.583692460E+3	321.566105289E-3	5.012531293E+0	397.583671981E-6	69.544414540E-6	10.000300000E+0
1.211217094E+3	830.000000000E-9	2.040424607E-3	12.106368333E-3	317.674790540E-9	4.404817178E-6	2.458342900E+3	14.585985944E+3	382.740711493E-3	5.307008648E+0	403.517391156E-6	69.476609541E-6	10.000000000E+0
1.216693310E+3	820.000000000E-9	2.015843356E-3	11.959317667E-3	283.155884320E-9	3.674810512E-6	2.458345556E+3	14.584533740E+3	345.312054048E-3	4.481476234E+0	406.814114725E-6	68.003771943E-6	10.000100000E+0
1.222137650E+3	810.000000000E-9	1.991214252E-3	11.809846000E-3	261.319893490E-9	3.875424426E-6	2.458289200E+3	14.580056790E+3	322.617152457E-3	4.784474600E+0	406.023702689E-6	66.902311475E-6	9.999100000E+0
1.227611640E+3	800.000000000E-9	1.966488610E-3	11.666732333E-3	178.036689806E-9	4.154809995E-6	2.458110762E+3	14.583415417E+3	222.545862258E-3	5.193512493E+0	404.438436826E-6	69.874528638E-6	10.000300000E+0
1.233117869E+3	790.000000000E-9	1.942122277E-3	11.521352000E-3	299.856527060E-9	4.690477073E-6	2.458382630E+3	14.583989873E+3	379.565224126E-3	5.937312751E+0	410.402342314E-6	68.785094729E-6	9.998900000E+0
1.238583394E+3	780.000000000E-9	1.917954307E-3	11.374121000E-3	214.387932212E-9	4.459266485E-6	2.458915778E+3	14.582206410E+3	274.856323349E-3	5.717008314E+0	413.770776948E-6	67.920478704E-6	10.000300000E+0
1.244050736E+3	770.000000000E-9	1.893065627E-3	11.230540667E-3	211.018806865E-9	4.749660557E-6	2.458526788E+3	14.585117749E+3	274.050398526E-3	6.168390333E+0	401.789086444E-6	69.647421536E-6	9.999900000E+0
1.249570045E+3	760.000000000E-9	1.868700510E-3	11.088586667E-3	242.711459393E-9	4.528647003E-6	2.458816460E+3	14.590245614E+3	319.357183412E-3	5.958746057E+0	410.422818819E-6	70.445355538E-6	10.000300000E+0
1.255051486E+3	750.000000000E-9	1.844322590E-3	10.941051333E-3	240.455057174E-9	4.088155079E-6	2.459096786E+3	14.588068444E+3	320.606742899E-3	5.450873439E+0	410.207269529E-6	67.780373515E-6	10.000400000E+0
1.260537433E+3	740.000000000E-9	1.819432621E-3	10.797617000E-3	275.918145920E-9	3.933078245E-6	2.458692731E+3	14.591374324E+3	372.862359351E-3	5.314970602E+0	401.768278619E-6	69.718314769E-6	9.999800000E+0
1.266014585E+3	730.000000000E-9	1.795040041E-3	10.652319333E-3	254.470663548E-9	4.904762593E-6	2.458958960E+3	14.592218265E+3	348.589950065E-3	6.718852867E+0	409.960733961E-6	68.824229800E-6	10.000100000E+0
1.271502414E+3	720.000000000E-9	1.770519663E-3	10.504209667E-3	272.796456269E-9	5.789501487E-6	2.459055087E+3	14.589180093E+3	378.883967040E-3	8.040974288E+0	407.824061111E-6	67.517537680E-6	9.999400000E+0
1.277033237E+3	710.000000000E-9	1.745646711E-3	10.361167667E-3	257.451306501E-9	4.531283356E-6	2.458657340E+3	14.593193897E+3	362.607473944E-3	6.382089234E+0	402.043156519E-6	69.909537059E-6	9.999900000E+0
1.282532624E+3	700.000000000E-9	1.721201631E-3	10.214933000E-3	188.925320009E-9	4.791781866E-6	2.458859473E+3	14.592761429E+3	269.893314298E-3	6.845402665E+0	409.080267426E-6	68.383237901E-6	10.000400000E+0
1.288029947E+3	690.000000000E-9	1.696490759E-3	10.072348000E-3	335.280984700E-9	5.185271848E-6	2.458682259E+3	14.597605797E+3	485.914470580E-3	7.514886736E+0	404.680169324E-6	70.133604517E-6	10.000200000E+0
1.293515045E+3	680.000000000E-9	1.672062928E-3	9.925431233E-3	164.019207757E-9	3.674341336E-6	2.458916071E+3	14.596222402E+3	241.204717289E-3	5.403443141E+0	409.369138687E-6	68.065750608E-6	10.000300000E+0
1.299000443E+3	670.000000000E-9	1.647137570E-3	9.780828267E-3	242.638423273E-9	4.233614457E-6	2.458414284E+3	14.598251144E+3	362.146900407E-3	6.318827549E+0	401.197848392E-6	69.154874416E-6	10.000800000E+0
1.304447175E+3	660.000000000E-9	1.622507873E-3	9.635635267E-3	177.285847041E-9	3.205223301E-6	2.458345263E+3	14.599447374E+3	268.614919759E-3	4.856398941E+0	406.013932503E-6	68.873843780E-6	9.999600000E+0
1.309902037E+3	650.000000000E-9	1.598014900E-3	9.489866500E-3	227.033862665E-9	3.312110784E-6	2.458484462E+3	14.599794615E+3	349.282865638E-3	5.095555052E+0	408.280366781E-6	68.601801529E-6	10.000100000E+0
1.315384222E+3	640.000000000E-9	1.573365199E-3	9.344124067E-3	228.847969139E-9	4.084249164E-6	2.458383124E+3	14.600193854E+3	357.574951779E-3	6.381639319E+0	405.684434063E-6	68.614196780E-6	10.000300000E+0
1.320849700E+3	630.000000000E-9	1.548961151E-3	9.197519900E-3	212.170748101E-9	4.904876127E-6	2.458668494E+3	14.599237937E+3	336.778965240E-3	7.785517661E+0	409.768084377E-6	68.210885320E-6	10.000200000E+0
1.326295919E+3	620.000000000E-9	1.524475828E-3	9.051529867E-3	200.977952379E-9	4.348466941E-6	2.458831980E+3	14.599241720E+3	324.157987709E-3	7.013656357E+0	408.407915539E-6	68.497826678E-6	9.999900000E+0
1.331745838E+3	610.000000000E-9	1.499386477E-3	8.906561400E-3	234.400094959E-9	5.637756992E-6	2.458010619E+3	14.600920328E+3	384.262450752E-3	9.242224577E+0	398.575485899E-6	68.980518522E-6	10.000300000E+0
1.337248486E+3	600.000000000E-9	1.474881437E-3	8.759828667E-3	256.343185245E-9	4.586456091E-6	2.458135728E+3	14.599714444E+3	427.238642076E-3	7.644093484E+0	408.079312010E-6	68.151119200E-6	9.999800000E+0
1.342716675E+3	590.000000000E-9	1.450450008E-3	8.618694133E-3	196.413617433E-9	4.184336752E-6	2.458389844E+3	14.607956158E+3	332.904436327E-3	7.092096189E+0	409.308845586E-6	70.854381021E-6	10.000300000E+0
1.348160203E+3	580.000000000E-9	1.426107827E-3	8.470926900E-3	164.494218700E-9	5.248531186E-6	2.458806599E+3	14.605046379E+3	283.610721897E-3	9.049191700E+0	410.809538264E-6	67.674001701E-6	9.998800000E+0
1.353639782E+3	570.000000000E-9	1.401430991E-3	8.328180800E-3	199.765093249E-9	4.253667540E-6	2.458650862E+3	14.610843509E+3	350.465075876E-3	7.462574632E+0	405.238337686E-6	70.054453327E-6	9.999600000E+0
1.359127605E+3	560.000000000E-9	1.376911087E-3	8.182581633E-3	210.164808661E-9	4.087980266E-6	2.458769799E+3	14.611752917E+3	375.294301181E-3	7.299964760E+0	407.831939309E-6	68.681711777E-6	10.000400000E+0
1.364564174E+3	550.000000000E-9	1.352343669E-3	8.038574400E-3	197.165181068E-9	3.839784060E-6	2.458806670E+3	14.615589818E+3	358.482147397E-3	6.981425564E+0	407.043171107E-6	69.440956322E-6	10.000300000E+0
1.370056903E+3	540.000000000E-9	1.327825227E-3	7.889387667E-3	214.208607640E-9	4.210707782E-6	2.458935606E+3	14.609977160E+3	396.682606741E-3	7.797607003E+0	407.856263296E-6	67.030088913E-6	10.000400000E+0
1.375507566E+3	530.000000000E-9	1.303150908E-3	7.744352900E-3	232.909759543E-9	4.246844714E-6	2.458775299E+3	14.611986604E+3	439.452376496E-3	8.012914555E+0	405.279681076E-6	68.948985335E-6	10.000400000E+0
1.380965947E+3	520.000000000E-9	1.278510413E-3	7.599336467E-3	157.125459491E-9	3.582939063E-6	2.458673871E+3	14.614108590E+3	302.164345175E-3	6.890267428E+0	405.835991909E-6	68.957702035E-6	9.999900000E+0
1.386414950E+3	510.000000000E-9	1.254066777E-3	7.451801867E-3	198.652582266E-9	3.820167019E-6	2.458954465E+3	14.611376209E+3	389.514867188E-3	7.490523566E+0	409.104450448E-6	67.780710423E-6	10.000300000E+0
1.391905883E+3	500.000000000E-9	1.229744199E-3	7.305994433E-3	190.005245404E-9	4.869532051E-6	2.459488397E+3	14.611988867E+3	380.010490807E-3	9.739064101E+0	411.140616998E-6	68.583609020E-6	9.999600000E+0
1.397380372E+3	490.000000000E-9	1.205126231E-3	7.158457500E-3	224.656430528E-9	4.046291054E-6	2.459441288E+3	14.609096939E+3	458.482511281E-3	8.257736845E+0	406.207379537E-6	67.779638454E-6	10.000600000E+0
1.402843800E+3	480.000000000E-9	1.180103812E-3	7.014586633E-3	139.871361995E-9	4.024044144E-6	2.458549608E+3	14.613722153E+3	291.398670822E-3	8.383425300E+0	399.641612059E-6	69.506775289E-6	10.000400000E+0
1.408313113E+3	470.000000000E-9	1.155438601E-3	6.867359733E-3	174.743332070E-9	5.182398632E-6	2.458380001E+3	14.611403688E+3	371.794323554E-3	11.026380068E+0	405.429325736E-6	67.922370165E-6	9.999700000E+0
1.413789778E+3	460.000000000E-9	1.130945808E-3	6.725429100E-3	173.584167137E-9	3.603021379E-6	2.458577843E+3	14.620498043E+3	377.356885080E-3	7.832655172E+0	408.283367275E-6	70.456953268E-6	10.000400000E+0
1.419236145E+3	450.000000000E-9	1.106321571E-3	6.577589900E-3	185.967686324E-9	4.333905122E-6	2.458492381E+3	14.616866444E+3	413.261525165E-3	9.630900272E+0	406.103964591E-6	67.641058664E-6	9.999800000E+0
1.424774693E+3	440.000000000E-9	1.081950010E-3	6.435425100E-3	146.757284222E-9	4.519014131E-6	2.458977296E+3	14.625966136E+3	333.539282323E-3	10.270486661E+0	410.314300344E-6	70.340900138E-6	10.000800000E+0
1.430237441E+3	430.000000000E-9	1.057157978E-3	6.285820200E-3	154.950085298E-9	4.776660660E-6	2.458506926E+3	14.618186512E+3	360.349035576E-3	11.108513163E+0	403.355395215E-6	66.842730419E-6	9.999300000E+0
1.435676448E+3	420.000000000E-9	1.032825233E-3	6.143712433E-3	180.199437757E-9	4.951163393E-6	2.459107698E+3	14.627886746E+3	429.046280373E-3	11.788484269E+0	410.968846178E-6	70.369130657E-6	10.000700000E+0
1.441160764E+3	410.000000000E-9	1.008257399E-3	5.998639000E-3	178.463791853E-9	3.497757203E-6	2.459164388E+3	14.630826829E+3	435.277541104E-3	8.531115128E+0	407.036284286E-6	68.930608246E-6	10.000600000E+0
1.446638920E+3	400.000000000E-9	983.430133133E-6	5.851265300E-3	139.122152532E-9	5.605440369E-6	2.458575333E+3	14.628163250E+3	347.805381329E-3	14.013600923E+0	402.782974722E-6	67.854712204E-6	9.999700000E+0
1.452114722E+3	390.000000000E-9	958.957784700E-6	5.706526433E-3	150.112137739E-9	3.898577174E-6	2.458866115E+3	14.632119060E+3	384.902917278E-3	9.996351727E+0	408.624453319E-6	69.089942669E-6	10.000000000E+0
1.457647481E+3	380.000000000E-9	934.594505233E-6	5.558368433E-3	144.153233123E-9	4.306235436E-6	2.459459224E+3	14.627285351E+3	379.350613481E-3	11.332198517E+0	410.453773831E-6	67.495511548E-6	10.000900000E+0
1.463099250E+3	370.000000000E-9	909.915259500E-6	5.414212100E-3	195.274454680E-9	4.621829607E-6	2.459230431E+3	14.633005676E+3	527.768796434E-3	12.491431372E+0	405.198769365E-6	69.369133973E-6	10.000000000E+0
1.468554941E+3	360.000000000E-9	885.386941400E-6	5.266591433E-3	175.974000955E-9	4.844757520E-6	2.459408171E+3	14.629420648E+3	488.816669321E-3	13.457659777E+0	407.692038208E-6	67.741192516E-6	10.001200000E+0
1.474023992E+3	350.000000000E-9	860.999389500E-6	5.119973967E-3	158.314538554E-9	4.345365200E-6	2.459998256E+3	14.628497048E+3	452.327253011E-3	12.415329143E+0	410.045257556E-6	68.204697758E-6	9.999600000E+0
1.479498379E+3	340.000000000E-9	836.464722367E-6	4.974734833E-3	120.397132370E-9	4.083707841E-6	2.460190360E+3	14.631573039E+3	354.109212852E-3	12.010905414E+0	407.586536457E-6	68.851966894E-6	10.000300000E+0
1.484994916E+3	330.000000000E-9	811.763384800E-6	4.830132367E-3	126.992965288E-9	4.274128429E-6	2.459889045E+3	14.636764747E+3	384.827167539E-3	12.951904330E+0	404.836376695E-6	69.155113537E-6	10.000500000E+0
1.490502564E+3	320.000000000E-9	787.181409667E-6	4.686115767E-3	120.036288078E-9	4.948609764E-6	2.459941905E+3	14.644111771E+3	375.113400245E-3	15.464405513E+0	406.802136352E-6	69.436439966E-6	10.000900000E+0
1.495984808E+3	310.000000000E-9	762.692133300E-6	4.541037033E-3	116.382294617E-9	3.624275419E-6	2.460297204E+3	14.648506559E+3	375.426756829E-3	11.691211027E+0	408.341996320E-6	68.928090081E-6	10.000300000E+0
1.501461675E+3	300.000000000E-9	737.984434200E-6	4.395573433E-3	115.031080489E-9	4.614004781E-6	2.459948114E+3	14.651911444E+3	383.436934965E-3	15.380015936E+0	404.732142784E-6	68.745720579E-6	10.000000000E+0
1.506947315E+3	290.000000000E-9	713.350397633E-6	4.247247600E-3	138.241911596E-9	4.441555409E-6	2.459828957E+3	14.645681379E+3	476.696246883E-3	15.315708308E+0	405.942403022E-6	67.419139170E-6	9.999400000E+0
1.512425966E+3	280.000000000E-9	688.729610567E-6	4.100366300E-3	124.280677689E-9	3.697043265E-6	2.459748609E+3	14.644165357E+3	443.859563177E-3	13.203725948E+0	406.160858015E-6	68.082186092E-6	10.000200000E+0
1.517924356E+3	270.000000000E-9	664.157235800E-6	3.955382300E-3	114.916540927E-9	5.215516625E-6	2.459841614E+3	14.649564074E+3	425.616818250E-3	19.316728241E+0	406.961072951E-6	68.973128069E-6	10.001300000E+0
1.523381758E+3	260.000000000E-9	639.580658633E-6	3.810675133E-3	142.225127746E-9	4.648353477E-6	2.459925610E+3	14.656442821E+3	547.019722100E-3	17.878282605E+0	406.891485832E-6	69.105077726E-6	10.000200000E+0
1.528825389E+3	250.000000000E-9	615.070599867E-6	3.662153267E-3	115.274522292E-9	4.451343113E-6	2.460282399E+3	14.648613067E+3	461.098089167E-3	17.805372453E+0	407.995757791E-6	67.330152956E-6	9.999500000E+0
1.534326948E+3	240.000000000E-9	590.648273033E-6	3.517655967E-3	98.830493434E-9	3.956183597E-6	2.461034471E+3	14.656899861E+3	411.793722641E-3	16.484098321E+0	409.461394414E-6	69.205445361E-6	10.000200000E+0
1.539786267E+3	230.000000000E-9	566.021687700E-6	3.370010767E-3	91.679846376E-9	4.281757033E-6	2.460963860E+3	14.652220725E+3	398.608027720E-3	18.616334926E+0	406.065228477E-6	67.729936361E-6	10.000800000E+0
1.545274204E+3	220.000000000E-9	541.398354700E-6	3.225643133E-3	102.658936382E-9	4.359570682E-6	2.460901612E+3	14.662014242E+3	466.631529008E-3	19.816230374E+0	406.118862950E-6	69.267603611E-6	10.000100000E+0
1.550730183E+3	210.000000000E-9	516.863128867E-6	3.079263633E-3	77.159133263E-9	5.315081331E-6	2.461252995E+3	14.663160159E+3	367.424444108E-3	25.309911098E+0	407.577255165E-6	68.315576976E-6	10.000700000E+0
1.556192319E+3	200.000000000E-9	492.378400633E-6	2.932628633E-3	102.712022744E-9	4.217789848E-6	2.461892003E+3	14.663143167E+3	513.560113719E-3	21.088949242E+0	408.417847431E-6	68.196542435E-6	10.000200000E+0
1.561696850E+3	190.000000000E-9	467.862962433E-6	2.786706133E-3	92.735505661E-9	3.776168207E-6	2.462436644E+3	14.666874386E+3	488.081608742E-3	19.874569510E+0	407.906231103E-6	68.529527660E-6	10.000000000E+0
1.567182289E+3	180.000000000E-9	443.296510500E-6	2.641108233E-3	88.925543764E-9	4.230159006E-6	2.462758392E+3	14.672823519E+3	494.030798686E-3	23.500883369E+0	407.059188976E-6	68.682309292E-6	10.000800000E+0
1.572654405E+3	170.000000000E-9	418.715423133E-6	2.497437867E-3	92.453378309E-9	6.223002052E-6	2.463031901E+3	14.690810980E+3	543.843401817E-3	36.605894421E+0	406.816828354E-6	69.603775866E-6	9.999900000E+0
1.578188103E+3	160.000000000E-9	393.979257933E-6	2.350817600E-3	93.047369251E-9	3.977090876E-6	2.462370362E+3	14.692610000E+3	581.546057819E-3	24.856817974E+0	404.266381597E-6	68.203395256E-6	10.000700000E+0
1.583637334E+3	150.000000000E-9	369.466376767E-6	2.205812433E-3	81.188140442E-9	3.328919517E-6	2.463109178E+3	14.705416222E+3	541.254269612E-3	22.192796780E+0	407.948781378E-6	68.963059937E-6	10.000800000E+0
1.589112426E+3	140.000000000E-9	344.841017567E-6	2.062403867E-3	85.143773754E-9	3.653277430E-6	2.463150125E+3	14.731456190E+3	608.169812532E-3	26.094838787E+0	406.085447070E-6	69.730841277E-6	10.000600000E+0
1.594578829E+3	130.000000000E-9	320.271188367E-6	1.913145067E-3	79.498027883E-9	5.620491664E-6	2.463624526E+3	14.716500513E+3	611.523291410E-3	43.234551263E+0	407.003236311E-6	66.997724757E-6	9.999800000E+0
1.600044102E+3	120.000000000E-9	295.685683567E-6	1.767870467E-3	67.254361663E-9	4.136451892E-6	2.464047363E+3	14.732253889E+3	560.453013856E-3	34.470432436E+0	406.743732998E-6	68.835157694E-6	10.000400000E+0
1.605533221E+3	110.000000000E-9	271.099812467E-6	1.619730567E-3	92.989599911E-9	4.465638563E-6	2.464543750E+3	14.724823333E+3	845.359999192E-3	40.596714205E+0	406.737673004E-6	67.503758272E-6	10.001100000E+0
1.610982893E+3	100.000000000E-9	246.745868067E-6	1.513089833E-3	93.157809931E-9	3.787081317E-6	2.467458681E+3	15.130898333E+3	931.578099312E-3	37.870813171E+0	410.611104130E-6	93.772798512E-6	9.999800000E+0
1.616439901E+3	90.000000000E-9	222.166629433E-6	1.365981533E-3	60.873495943E-9	5.202315212E-6	2.468518105E+3	15.177572593E+3	676.372177144E-3	57.803502359E+0	406.847427179E-6	67.977129774E-6	9.999600000E+0
1.621965083E+3	80.000000000E-9	197.553632567E-6	1.217661600E-3	76.164290802E-9	5.417065057E-6	2.469420407E+3	15.220770000E+3	952.053635029E-3	67.713313216E+0	406.289411004E-6	67.421821027E-6	10.000000000E+0
1.627433425E+3	70.000000000E-9	172.978399133E-6	1.069178533E-3	79.611977085E-9	3.522032688E-6	2.471119988E+3	15.273979048E+3	1.137313958E+0	50.314752690E+0	406.913733989E-6	67.347746948E-6	10.000700000E+0
1.632908987E+3	60.000000000E-9	148.451605900E-6	917.484583333E-6	72.866826655E-9	4.228747120E-6	2.474193432E+3	15.291409722E+3	1.214447111E+0	70.479118669E+0	407.717385019E-6	65.922207181E-6	10.000300000E+0
1.638411632E+3	50.000000000E-9	123.966809900E-6	767.040493333E-6	65.758545226E-9	2.968628262E-6	2.479336198E+3	15.340809867E+3	1.315170905E+0	59.372565240E+0	408.416717052E-6	66.469875952E-6	10.000300000E+0
1.643891963E+3	40.000000000E-9	99.254238280E-6	619.415340000E-6	74.870353182E-9	3.599991949E-6	2.481355957E+3	15.485383500E+3	1.871758830E+0	89.999798727E+0	404.652342693E-6	67.739133706E-6	10.001200000E+0
1.649419214E+3	30.000000000E-9	74.792292360E-6	468.373273333E-6	62.491666746E-9	5.453695558E-6	2.493076412E+3	15.612442444E+3	2.083055558E+0	181.789851933E+0	408.798222051E-6	66.206721218E-6	9.999900000E+0
1.654922415E+3	20.000000000E-9	50.216202897E-6	318.553716667E-6	70.071657755E-9	3.695356786E-6	2.510810145E+3	15.927685833E+3	3.503582888E+0	184.767839310E+0	406.899560441E-6	66.746960293E-6	9.999900000E+0
1.660405258E+3	10.000000000E-9	25.616629790E-6	205.515340000E-6	60.148154865E-9	4.657648413E-6	2.561662979E+3	20.551534000E+3	6.014815487E+0	465.764841292E+0	406.511119386E-6	88.465530866E-6	10.000200000E+0
1.665884301E+3	486.382200181E-24	1.072879289E-6	4.407581267E-3	63.180801759E-9	312.834861508E-9	NaN	NaN	NaN	NaN	407.435693234E-6	-2.379781797E-6	10.000300000E+0
1.685474922E+3	-10.000000000E-9	-23.492943473E-6	-169.141173333E-6	43.298908404E-9	4.296235447E-6	2.349294347E+3	16.914117333E+3	4.329890840E+0	429.623544745E+0	407.069614432E-6	2.184969731E-6	10.001200000E+0
1.691024221E+3	-20.000000000E-9	-47.976588927E-6	-281.151250000E-6	73.295234887E-9	3.756032347E-6	2.398829446E+3	14.057562500E+3	3.664761744E+0	187.801617344E+0	408.435909557E-6	89.277681951E-6	9.999500000E+0
1.696528356E+3	-30.000000000E-9	-72.479480730E-6	-431.500360000E-6	79.462350738E-9	4.267906746E-6	2.415982691E+3	14.383345333E+3	2.648745025E+0	142.263558190E+0	408.115094343E-6	66.511866948E-6	9.999400000E+0
1.702028892E+3	-40.000000000E-9	-97.086763630E-6	-579.131840000E-6	73.554435537E-9	3.624121033E-6	2.427169091E+3	14.478296000E+3	1.838860888E+0	90.603025837E+0	406.383753974E-6	67.736230782E-6	10.000800000E+0
1.707538718E+3	-50.000000000E-9	-121.613003200E-6	-728.941500000E-6	72.066401583E-9	4.076830800E-6	2.432260064E+3	14.578830000E+3	1.441328032E+0	81.536615996E+0	407.726588964E-6	66.751369705E-6	9.999400000E+0
1.713007723E+3	-60.000000000E-9	-146.170084933E-6	-879.569893333E-6	70.218090852E-9	5.156484270E-6	2.436168082E+3	14.659498222E+3	1.170301514E+0	85.941404505E+0	407.214509794E-6	66.388545869E-6	10.000900000E+0
1.718488945E+3	-70.000000000E-9	-170.717997700E-6	-1.029271367E-3	67.965534027E-9	3.862976532E-6	2.438828539E+3	14.703876667E+3	970.936200381E-3	55.185379032E+0	407.366609742E-6	66.799609766E-6	10.000200000E+0
1.724012789E+3	-80.000000000E-9	-195.228755933E-6	-1.176568533E-3	59.064826617E-9	3.700769340E-6	2.440359449E+3	14.707106667E+3	738.310332713E-3	46.259616746E+0	407.984114763E-6	67.889968465E-6	10.000200000E+0
1.729498069E+3	-90.000000000E-9	-219.815131800E-6	-1.325577567E-3	87.624525551E-9	4.908539509E-6	2.442390353E+3	14.728639630E+3	973.605839451E-3	54.539327883E+0	406.729322541E-6	67.110025321E-6	10.000300000E+0
1.734942523E+3	-100.000000000E-9	-244.379742600E-6	-1.477810533E-3	81.070216161E-9	4.283828498E-6	2.443797426E+3	14.778105333E+3	810.702161605E-3	42.838284982E+0	407.089698323E-6	65.688794083E-6	9.999900000E+0
1.740398082E+3	-110.000000000E-9	-269.003677367E-6	-1.585206600E-3	59.359226809E-9	3.421933700E-6	2.445487976E+3	14.410969091E+3	539.629334626E-3	31.108488183E+0	406.108938103E-6	93.113279754E-6	10.000500000E+0
1.745885631E+3	-120.000000000E-9	-293.567742333E-6	-1.730555900E-3	58.079260609E-9	5.561535073E-6	2.446397853E+3	14.421299167E+3	483.993838411E-3	46.346125609E+0	407.098744185E-6	68.799780941E-6	10.000200000E+0
1.751364428E+3	-130.000000000E-9	-318.048092467E-6	-1.879562333E-3	72.672634605E-9	3.201315800E-6	2.446523788E+3	14.458171795E+3	559.020266194E-3	24.625506153E+0	408.490889449E-6	67.111196317E-6	9.998800000E+0
1.756812175E+3	-140.000000000E-9	-342.592414033E-6	-2.024891200E-3	68.281654569E-9	4.404926117E-6	2.447088672E+3	14.463508571E+3	487.726104067E-3	31.463757979E+0	407.426213548E-6	68.809454236E-6	9.999500000E+0
1.762327370E+3	-150.000000000E-9	-367.188422200E-6	-2.170716633E-3	64.968882739E-9	3.921586910E-6	2.447922815E+3	14.471444222E+3	433.125884928E-3	26.143912736E+0	406.570039018E-6	68.575143385E-6	9.999600000E+0
1.767805511E+3	-160.000000000E-9	-391.671938333E-6	-2.316749967E-3	86.571496089E-9	4.406989812E-6	2.447949615E+3	14.479687292E+3	541.071850555E-3	27.543686327E+0	408.438066883E-6	68.477516549E-6	10.000400000E+0
1.773286845E+3	-170.000000000E-9	-416.122994700E-6	-2.463933633E-3	74.392175883E-9	3.788640266E-6	2.447782322E+3	14.493727255E+3	437.601034604E-3	22.286119214E+0	408.980284943E-6	67.942321499E-6	10.000000000E+0
1.778746267E+3	-180.000000000E-9	-440.659229533E-6	-2.611139167E-3	89.138825448E-9	4.137722988E-6	2.448106831E+3	14.506328704E+3	495.215696936E-3	22.987349932E+0	407.560494425E-6	67.932228997E-6	10.000000000E+0
1.784225680E+3	-190.000000000E-9	-465.257782067E-6	-2.755219800E-3	68.957919715E-9	5.354712300E-6	2.448725169E+3	14.501156842E+3	362.936419554E-3	28.182696318E+0	406.527985191E-6	69.405580533E-6	9.999800000E+0
