[Main]
Experiment = ""
Header length = 58    
Date = "20181213 13:05:50"
Comments = "SD: 3I- to 2I+; voltage1: 1V+ to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Magnetic Field (T)	Temperature (K)
2.144555849E+3	-790.000000000E-9	-78.119800457E-6	-1.022490433E-3	101.765052920E-9	3.353964794E-6	98.885823363E+0	1.294291688E+3	128.816522684E-3	4.245525056E+0	9.719092881E-3	691.894524831E-6	-4.353326932E-6	299.997000000E+0
2.150093544E+3	-800.000000000E-9	-79.056212900E-6	-1.036383233E-3	37.918554723E-9	3.534512849E-6	98.820266125E+0	1.295479042E+3	47.398193404E-3	4.418141062E+0	10.679055016E-3	719.797305079E-6	-4.353326932E-6	299.995200000E+0
2.155687424E+3	-810.000000000E-9	-80.079623347E-6	-1.051105767E-3	50.296536864E-9	4.091078162E-6	98.863732527E+0	1.297661440E+3	62.094489956E-3	5.050713781E+0	9.771250658E-3	679.230929460E-6	-4.353326932E-6	299.997900000E+0
2.161209690E+3	-820.000000000E-9	-81.077390460E-6	-1.064113133E-3	41.543087277E-9	3.017442760E-6	98.874866415E+0	1.297698943E+3	50.662301558E-3	3.679808244E+0	10.022378836E-3	768.795118664E-6	-4.353326932E-6	299.997600000E+0
2.166723111E+3	-830.000000000E-9	-82.033453653E-6	-1.078405467E-3	45.737084885E-9	3.315962478E-6	98.835486329E+0	1.299283695E+3	55.104921548E-3	3.995135515E+0	10.459559650E-3	699.675816872E-6	-4.353326932E-6	299.994000000E+0
2.172271638E+3	-840.000000000E-9	-83.012249467E-6	-1.091251367E-3	36.645432996E-9	3.100355313E-6	98.824106508E+0	1.299108770E+3	43.625515471E-3	3.690899182E+0	10.216635445E-3	778.458496485E-6	-4.353326932E-6	299.986600000E+0
2.177812165E+3	-850.000000000E-9	-83.980663957E-6	-1.106116700E-3	44.489594594E-9	4.334084226E-6	98.800781125E+0	1.301313765E+3	52.340699523E-3	5.098922619E+0	10.326156933E-3	672.706072293E-6	-4.353326932E-6	299.991900000E+0
2.183378345E+3	-860.000000000E-9	-84.986525467E-6	-1.119370467E-3	49.070027899E-9	3.236581985E-6	98.821541240E+0	1.301593566E+3	57.058171975E-3	3.763467425E+0	9.941726471E-3	754.502493631E-6	-4.353326932E-6	299.998100000E+0
2.188930131E+3	-870.000000000E-9	-86.006405530E-6	-1.129974733E-3	44.419861333E-9	2.989030323E-6	98.857937391E+0	1.298821533E+3	51.057311877E-3	3.435667038E+0	9.805074498E-3	943.016647387E-6	-4.353326932E-6	300.001100000E+0
2.194495914E+3	-880.000000000E-9	-86.960823280E-6	-1.142695800E-3	58.127919207E-9	3.801575857E-6	98.819117364E+0	1.298517955E+3	66.054453645E-3	4.319972564E+0	10.477592228E-3	786.097601878E-6	-4.353326932E-6	299.998400000E+0
2.200066130E+3	-890.000000000E-9	-87.846492577E-6	-1.155205033E-3	51.109435415E-9	2.837267766E-6	98.703924243E+0	1.297983184E+3	57.426331927E-3	3.187941311E+0	11.290896091E-3	799.409502847E-6	-4.353326932E-6	299.999900000E+0
2.205668413E+3	-900.000000000E-9	-88.801754003E-6	-1.169057033E-3	44.683488040E-9	3.321314234E-6	98.668615559E+0	1.298952259E+3	49.648320044E-3	3.690349149E+0	10.468338531E-3	721.917412648E-6	-4.353326932E-6	299.999000000E+0
2.211214026E+3	-910.000000000E-9	-89.744737220E-6	-1.182105800E-3	44.926162707E-9	3.691219174E-6	98.620590352E+0	1.299017363E+3	49.369409568E-3	4.056284807E+0	10.604642610E-3	766.355951904E-6	-4.353326932E-6	299.994500000E+0
2.216773554E+3	-920.000000000E-9	-90.800400670E-6	-1.195177733E-3	48.082892976E-9	3.836554551E-6	98.696087685E+0	1.299106232E+3	52.264014104E-3	4.170167990E+0	9.472715949E-3	764.997781506E-6	-4.353326932E-6	299.996900000E+0
2.222327102E+3	-930.000000000E-9	-91.819654877E-6	-1.208078500E-3	50.315841324E-9	3.369996119E-6	98.730811695E+0	1.299009140E+3	54.103055188E-3	3.623651741E+0	9.811095146E-3	775.147730238E-6	-4.353326932E-6	299.995500000E+0
2.227864290E+3	-940.000000000E-9	-92.839138007E-6	-1.219702800E-3	60.671426120E-9	3.199649263E-6	98.765040433E+0	1.297556170E+3	64.544070341E-3	3.403882195E+0	9.808892080E-3	860.266854778E-6	-4.353326932E-6	299.997200000E+0
2.233394412E+3	-950.000000000E-9	-93.842489483E-6	-1.234077667E-3	46.814006319E-9	2.472673303E-6	98.781567877E+0	1.299029123E+3	49.277901388E-3	2.602814003E+0	9.966597182E-3	695.658626399E-6	-4.353326932E-6	299.997600000E+0
2.238941381E+3	-960.000000000E-9	-94.825953893E-6	-1.246181433E-3	44.687708462E-9	3.579016053E-6	98.777035306E+0	1.298105660E+3	46.549696315E-3	3.728141722E+0	10.168136130E-3	826.189092652E-6	-4.353326932E-6	299.997200000E+0
2.244548488E+3	-970.000000000E-9	-95.866977077E-6	-1.260233333E-3	51.730876094E-9	3.911908092E-6	98.831935131E+0	1.299209622E+3	53.330800097E-3	4.032894940E+0	9.605934008E-3	711.647535209E-6	-4.353326932E-6	299.997800000E+0
2.250086624E+3	-980.000000000E-9	-96.857715420E-6	-1.272825567E-3	46.217087982E-9	3.696887448E-6	98.834403490E+0	1.298801599E+3	47.160293859E-3	3.772334131E+0	10.093482368E-3	794.140303415E-6	-4.353326932E-6	299.994600000E+0
2.255643253E+3	-990.000000000E-9	-97.895776333E-6	-1.286576633E-3	35.426098824E-9	3.466257850E-6	98.884622559E+0	1.299572357E+3	35.783938206E-3	3.501270555E+0	9.633346051E-3	727.216312916E-6	-4.353326932E-6	299.998700000E+0
2.261181900E+3	-1.000000000E-6	-98.851961427E-6	-1.298622067E-3	54.750461622E-9	3.706226745E-6	98.851961427E+0	1.298622067E+3	54.750461622E-3	3.706226745E+0	10.458226205E-3	830.190141215E-6	-4.353326932E-6	299.993700000E+0
