[Main]
Experiment = ""
Header length = 65    
Date = "20181214 22:04:59"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
499.248504639E-6	-1.000000000E-6	-17.138759903E-3	658.491402700E-6	-136.216373333E-3	14.035482596E-6	42.162598137E-6	12.733500029E-6	17.138759903E+3	-658.491402700E+0	136.216373333E+3	14.035482596E+0	42.162598137E+0	12.733500029E+0	NaN	NaN	NaN	-41.356602311E-6	3.000400000E+0
7.009263515E+0	-990.000000000E-9	-16.996767040E-3	644.893330900E-6	-135.095250000E-3	8.618267257E-6	40.446059532E-6	14.194504765E-6	17.168451556E+3	-651.407404949E+0	136.459848485E+3	8.705320461E+0	40.854605588E+0	14.337883601E+0	70.426074700E-6	-735.398381997E-6	8.919625257E-6	-41.356602311E-6	3.000800000E+0
12.822240353E+0	-980.000000000E-9	-16.835676707E-3	636.581955433E-6	-133.914340000E-3	10.819675906E-6	41.595955309E-6	24.887146662E-6	17.179261946E+3	-649.573423912E+0	136.647285714E+3	11.040485618E+0	42.444852357E+0	25.395047614E+0	62.076971306E-6	-1.203170286E-3	8.468045829E-6	-41.356602311E-6	2.999700000E+0
18.700462818E+0	-970.000000000E-9	-16.673910140E-3	624.940301033E-6	-132.735413333E-3	9.408739416E-6	44.829068463E-6	18.258011625E-6	17.189598082E+3	-644.268351581E+0	136.840632302E+3	9.699731357E+0	46.215534498E+0	18.822692397E+0	61.817470730E-6	-858.984441249E-6	8.482291802E-6	-41.356602311E-6	3.000200000E+0
24.567371368E+0	-960.000000000E-9	-16.525413727E-3	614.968906533E-6	-131.568550000E-3	9.698892341E-6	42.827769265E-6	25.542996206E-6	17.213972632E+3	-640.592610972E+0	137.050572917E+3	10.103012856E+0	44.612259651E+0	26.607287714E+0	67.341693820E-6	-1.002868756E-3	8.569983917E-6	-41.356602311E-6	3.001100000E+0
30.409477234E+0	-950.000000000E-9	-16.363828233E-3	612.316108433E-6	-130.393330000E-3	9.419921313E-6	41.687663261E-6	27.781724953E-6	17.225082351E+3	-644.543272035E+0	137.256136842E+3	9.915706646E+0	43.881750801E+0	29.243921003E+0	61.886743628E-6	-3.769604630E-3	8.509045115E-6	-41.356602311E-6	2.999200000E+0
36.281565189E+0	-940.000000000E-9	-16.200882890E-3	609.296408333E-6	-129.206336667E-3	11.086259544E-6	40.466140563E-6	22.927403921E-6	17.234981798E+3	-648.187668440E+0	137.453549645E+3	11.793893132E+0	43.049085705E+0	24.390855236E+0	61.370271745E-6	-3.311587134E-3	8.424647148E-6	-41.356602311E-6	2.999700000E+0
42.135308266E+0	-930.000000000E-9	-16.046795760E-3	600.506828000E-6	-128.047850000E-3	11.567619851E-6	44.813978992E-6	18.033335989E-6	17.254619097E+3	-645.706266667E+0	137.685860215E+3	12.438300915E+0	48.187074185E+0	19.390683859E+0	64.898346799E-6	-1.137710746E-3	8.631950878E-6	-41.356602311E-6	3.000300000E+0
48.052640915E+0	-920.000000000E-9	-15.882029000E-3	583.703593367E-6	-126.899010000E-3	9.328494689E-6	39.171259397E-6	25.540344690E-6	17.263075000E+3	-634.460427572E+0	137.933706522E+3	10.139668140E+0	42.577455867E+0	27.761244229E+0	60.691853138E-6	-595.123511527E-6	8.704432297E-6	-41.356602311E-6	2.999200000E+0
53.950750828E+0	-910.000000000E-9	-15.727511927E-3	582.469124733E-6	-125.677086667E-3	11.511431794E-6	44.906911968E-6	27.504704718E-6	17.282980139E+3	-640.075961245E+0	138.106688645E+3	12.649925049E+0	49.348254910E+0	30.224950239E+0	64.717767327E-6	-8.100651349E-3	8.183819498E-6	-41.356602311E-6	3.000700000E+0
59.805257797E+0	-900.000000000E-9	-15.560476653E-3	564.231036533E-6	-124.494836667E-3	10.491671607E-6	42.360313483E-6	15.601403194E-6	17.289418504E+3	-626.923373926E+0	138.327596296E+3	11.657412896E+0	47.067014981E+0	17.334892437E+0	59.867594433E-6	-548.303083653E-6	8.458447875E-6	-41.356602311E-6	2.999500000E+0
65.669692993E+0	-890.000000000E-9	-15.412248003E-3	556.662093133E-6	-123.292093333E-3	6.242687029E-6	34.820063657E-6	19.045009000E-6	17.317132588E+3	-625.463025993E+0	138.530441948E+3	7.014255089E+0	39.123667030E+0	21.398886517E+0	67.463341264E-6	-1.321188371E-3	8.314325861E-6	-41.356602311E-6	3.000100000E+0
71.551305771E+0	-880.000000000E-9	-15.256565030E-3	560.781089533E-6	-122.108193333E-3	10.096860970E-6	41.567715583E-6	20.482472462E-6	17.337005716E+3	-637.251238106E+0	138.759310606E+3	11.473705648E+0	47.236040435E+0	23.275536889E+0	64.233100036E-6	2.427775853E-3	8.446659346E-6	-41.356602311E-6	3.000300000E+0
77.360734463E+0	-870.000000000E-9	-15.095176427E-3	545.414858067E-6	-120.938720000E-3	9.577775223E-6	40.233009362E-6	26.555204698E-6	17.350777502E+3	-626.913629962E+0	139.010022989E+3	11.008937037E+0	46.244838348E+0	30.523223791E+0	61.962243885E-6	-650.777649790E-6	8.550857651E-6	-41.356602311E-6	2.999000000E+0
83.248893738E+0	-860.000000000E-9	-14.931642100E-3	541.631564167E-6	-119.719710000E-3	8.727862081E-6	39.744406474E-6	15.832405659E-6	17.362374535E+3	-629.804144380E+0	139.208965116E+3	10.148676838E+0	46.214426133E+0	18.409774023E+0	61.149241287E-6	-2.643199356E-3	8.203378151E-6	-41.356602311E-6	3.000400000E+0
89.099139214E+0	-850.000000000E-9	-14.767199963E-3	542.131773233E-6	-118.516626667E-3	9.810231931E-6	44.569035340E-6	23.981874382E-6	17.373176427E+3	-637.802086157E+0	139.431325490E+3	11.541449331E+0	52.434159224E+0	28.213969861E+0	60.811664229E-6	19.991640829E-3	8.311976172E-6	-41.356602311E-6	2.998900000E+0
94.956497192E+0	-840.000000000E-9	-14.598857750E-3	540.486345433E-6	-117.308100000E-3	8.106637593E-6	45.750806172E-6	25.320197744E-6	17.379592560E+3	-643.436125516E+0	139.652500000E+3	9.650759039E+0	54.465245443E+0	30.143092552E+0	59.402806949E-6	-6.077446850E-3	8.274538143E-6	-41.356602311E-6	2.999500000E+0
100.800105095E+0	-830.000000000E-9	-14.427586520E-3	534.251520367E-6	-116.109893333E-3	10.892047005E-6	46.156928441E-6	22.293263763E-6	17.382634361E+3	-643.676530562E+0	139.891437751E+3	13.122948199E+0	55.610757158E+0	26.859353931E+0	58.386922310E-6	-1.603894238E-3	8.345805676E-6	-41.356602311E-6	2.999200000E+0
106.723397732E+0	-820.000000000E-9	-14.276757703E-3	521.276198667E-6	-114.895453333E-3	9.577933132E-6	40.617605207E-6	21.333569683E-6	17.410680126E+3	-635.702681301E+0	140.116406504E+3	11.680406258E+0	49.533664887E+0	26.016548393E+0	66.300327888E-6	-770.693800987E-6	8.234247884E-6	-41.356602311E-6	3.000000000E+0
112.602749825E+0	-810.000000000E-9	-14.123595870E-3	514.661997467E-6	-113.655743333E-3	10.432540337E-6	42.445094326E-6	19.337415641E-6	17.436538111E+3	-635.385182058E+0	140.315732510E+3	12.879679429E+0	52.401351019E+0	23.873352643E+0	65.290417217E-6	-1.511898368E-3	8.066402626E-6	-41.356602311E-6	3.000900000E+0
118.469713211E+0	-800.000000000E-9	-13.967725570E-3	496.283685600E-6	-112.451216667E-3	10.973922874E-6	45.276848199E-6	21.957326691E-6	17.459656962E+3	-620.354607000E+0	140.564020833E+3	13.717403592E+0	56.596060248E+0	27.446658363E+0	64.155903979E-6	-544.119616238E-6	8.302016283E-6	-41.356602311E-6	3.000000000E+0
124.313015461E+0	-790.000000000E-9	-13.805304320E-3	501.114640767E-6	-111.205170000E-3	9.251830727E-6	44.916929018E-6	19.431651216E-6	17.475068759E+3	-634.322330084E+0	140.766037975E+3	11.711178136E+0	56.856872174E+0	24.597026855E+0	61.568298483E-6	2.069984021E-3	8.025381607E-6	-41.356602311E-6	2.999900000E+0
130.180782795E+0	-780.000000000E-9	-13.646726230E-3	473.616706433E-6	-109.982060000E-3	11.493987265E-6	42.128293570E-6	19.744237047E-6	17.495802859E+3	-607.200905684E+0	141.002641026E+3	14.735881109E+0	54.010632782E+0	25.313124419E+0	63.060413958E-6	-363.663680289E-6	8.175879520E-6	-41.356602311E-6	2.999800000E+0
136.074700356E+0	-770.000000000E-9	-13.484705770E-3	483.661231367E-6	-108.748193333E-3	12.067303738E-6	44.027007540E-6	21.219833490E-6	17.512604896E+3	-628.131469307E+0	141.231419913E+3	15.671823036E+0	57.177931871E+0	27.558225311E+0	61.720599979E-6	995.567243485E-6	8.104603415E-6	-41.356602311E-6	2.999900000E+0
141.988049984E+0	-760.000000000E-9	-13.324276817E-3	476.288813167E-6	-107.528120000E-3	10.936536619E-6	46.198042326E-6	23.034193473E-6	17.531943180E+3	-626.695806798E+0	141.484368421E+3	14.390179762E+0	60.786897798E+0	30.308149307E+0	62.332888124E-6	-1.356407047E-3	8.196228642E-6	-41.356602311E-6	3.000700000E+0
147.834458828E+0	-750.000000000E-9	-13.149409937E-3	473.853412233E-6	-106.284396667E-3	10.704530013E-6	44.810007642E-6	23.363196571E-6	17.532546582E+3	-631.804549644E+0	141.712528889E+3	14.272706684E+0	59.746676857E+0	31.150928762E+0	57.186357988E-6	-4.106100093E-3	8.040373395E-6	-41.356602311E-6	2.999900000E+0
153.725224018E+0	-740.000000000E-9	-12.978374297E-3	470.203667433E-6	-105.034416667E-3	10.379201873E-6	46.310370656E-6	21.244294704E-6	17.538343644E+3	-635.410361396E+0	141.938400901E+3	14.025948477E+0	62.581581967E+0	28.708506357E+0	58.467346338E-6	-2.739917596E-3	8.000128002E-6	-41.356602311E-6	2.999600000E+0
159.568708420E+0	-730.000000000E-9	-12.830899787E-3	444.907977367E-6	-103.785480000E-3	10.878395852E-6	40.662901148E-6	20.233676264E-6	17.576575050E+3	-609.462982694E+0	142.171890411E+3	14.901912125E+0	55.702604312E+0	27.717364746E+0	67.808328368E-6	-395.324261708E-6	8.006811127E-6	-41.356602311E-6	3.000300000E+0
165.427936077E+0	-720.000000000E-9	-12.674050477E-3	435.073047867E-6	-102.563693333E-3	13.750005082E-6	44.734323660E-6	19.892763081E-6	17.602847884E+3	-604.268122037E+0	142.449574074E+3	19.097229280E+0	62.131005083E+0	27.628837612E+0	63.755460576E-6	-1.016784106E-3	8.184734924E-6	-41.356602311E-6	2.999900000E+0
171.306266785E+0	-710.000000000E-9	-12.503958117E-3	439.560919833E-6	-101.298693333E-3	9.641210951E-6	42.468118725E-6	21.275304339E-6	17.611208615E+3	-619.099887089E+0	142.674215962E+3	13.579170353E+0	59.814251726E+0	29.965217379E+0	58.791588288E-6	2.228227560E-3	7.905138340E-6	-41.356602311E-6	3.000200000E+0
177.177242756E+0	-700.000000000E-9	-12.340415937E-3	419.487343700E-6	-100.022932000E-3	9.786547252E-6	43.905623029E-6	16.297790288E-6	17.629165624E+3	-599.267633857E+0	142.889902857E+3	13.980781789E+0	62.722318613E+0	23.282557554E+0	61.146304886E-6	-498.167338673E-6	7.838456723E-6	-41.356602311E-6	3.000400000E+0
183.020577908E+0	-690.000000000E-9	-12.172167627E-3	415.736148733E-6	-98.781007333E-3	8.237115506E-6	42.146825407E-6	23.835517678E-6	17.640822647E+3	-602.516157585E+0	143.160880193E+3	11.937848560E+0	61.082355662E+0	34.544228519E+0	59.435961051E-6	-2.665817183E-3	8.052018185E-6	-41.356602311E-6	3.000300000E+0
188.902214527E+0	-680.000000000E-9	-12.013230237E-3	412.024100033E-6	-97.515967333E-3	9.518204661E-6	42.615402507E-6	18.224921727E-6	17.666515054E+3	-605.917794167E+0	143.405834314E+3	13.997359796E+0	62.669709569E+0	26.801355481E+0	62.917857151E-6	-2.693930174E-3	7.904888383E-6	-41.356602311E-6	3.000500000E+0
194.764743328E+0	-670.000000000E-9	-11.839515197E-3	407.033362800E-6	-96.235816333E-3	12.294893298E-6	41.754063647E-6	19.312573264E-6	17.670918204E+3	-607.512481791E+0	143.635546766E+3	18.350587011E+0	62.319497981E+0	28.824736215E+0	57.565539518E-6	-2.003711983E-3	7.811578478E-6	-41.356602311E-6	2.999700000E+0
200.655654430E+0	-660.000000000E-9	-11.680728497E-3	389.321796233E-6	-94.970685667E-3	11.468419805E-6	45.730667216E-6	19.500353080E-6	17.698073480E+3	-589.881509444E+0	143.894978283E+3	17.376393644E+0	69.288889721E+0	29.545989515E+0	62.977566761E-6	-564.602795713E-6	7.904321872E-6	-41.356602311E-6	3.000100000E+0
206.499451637E+0	-650.000000000E-9	-11.510520620E-3	400.930510700E-6	-93.689472667E-3	10.461633633E-6	45.847775936E-6	18.049621628E-6	17.708493262E+3	-616.816170308E+0	144.137650256E+3	16.094820974E+0	70.535039902E+0	27.768648659E+0	58.751687618E-6	861.421824847E-6	7.805103445E-6	-41.356602311E-6	2.999000000E+0
212.358832836E+0	-640.000000000E-9	-11.345901730E-3	383.395295567E-6	-92.426898333E-3	11.231928282E-6	42.301279611E-6	16.500929145E-6	17.727971453E+3	-599.055149323E+0	144.417028646E+3	17.549887941E+0	66.095749393E+0	25.782701789E+0	60.746369994E-6	-570.280998777E-6	7.920325747E-6	-41.356602311E-6	2.999700000E+0
218.204929829E+0	-630.000000000E-9	-11.176367903E-3	374.052334800E-6	-91.140743667E-3	10.197989165E-6	39.951580121E-6	20.446760891E-6	17.740266513E+3	-593.733864762E+0	144.667847090E+3	16.187284389E+0	63.415206541E+0	32.455176017E+0	58.985278611E-6	-1.070324520E-3	7.775114657E-6	-41.356602311E-6	3.000700000E+0
224.062569618E+0	-620.000000000E-9	-11.008566870E-3	363.567949267E-6	-89.851291667E-3	11.273499202E-6	42.806429595E-6	18.355245249E-6	17.755753016E+3	-586.399918172E+0	144.921438172E+3	18.183063229E+0	69.042628379E+0	29.605234273E+0	59.594388672E-6	-953.799339809E-6	7.755232455E-6	-41.356602311E-6	3.000900000E+0
229.921031475E+0	-610.000000000E-9	-10.852627377E-3	360.787672867E-6	-88.570538333E-3	7.327492191E-6	44.040058455E-6	14.904538786E-6	17.791192421E+3	-591.455201421E+0	145.197603825E+3	12.012282281E+0	72.196817140E+0	24.433670142E+0	64.127436778E-6	-3.596764696E-3	7.807904723E-6	-41.356602311E-6	3.001200000E+0
235.782331467E+0	-600.000000000E-9	-10.681293200E-3	350.154326533E-6	-87.272727000E-3	10.111564619E-6	41.364060383E-6	17.457619056E-6	17.802155333E+3	-583.590544222E+0	145.454545000E+3	16.852607699E+0	68.940100639E+0	29.096031760E+0	58.365471470E-6	-940.437721722E-6	7.705280223E-6	-41.356602311E-6	2.999100000E+0
241.644948959E+0	-590.000000000E-9	-10.509695390E-3	338.719733200E-6	-85.967918333E-3	9.165408998E-6	40.460509612E-6	14.211201042E-6	17.813043034E+3	-574.101242712E+0	145.708336158E+3	15.534591522E+0	68.577134935E+0	24.086781427E+0	58.275802005E-6	-874.539190725E-6	7.663958905E-6	-41.356602311E-6	2.999600000E+0
247.520013809E+0	-580.000000000E-9	-10.338875767E-3	338.770740200E-6	-84.642854000E-3	7.223755133E-6	41.972373496E-6	19.115132406E-6	17.825647874E+3	-584.087483103E+0	145.935955172E+3	12.454750228E+0	72.366161199E+0	32.957124838E+0	58.541283518E-6	196.051522340E-3	7.546803388E-6	-41.356602311E-6	3.000000000E+0
253.356100082E+0	-570.000000000E-9	-10.174681207E-3	329.112546967E-6	-83.320869667E-3	8.744496500E-6	42.439604388E-6	14.777708395E-6	17.850317906E+3	-577.390433275E+0	146.176964327E+3	15.341221929E+0	74.455446295E+0	25.925804201E+0	60.903357578E-6	-1.035390343E-3	7.564386164E-6	-41.356602311E-6	2.999900000E+0
259.190888882E+0	-560.000000000E-9	-10.015317894E-3	326.659621533E-6	-82.006263333E-3	11.461603747E-6	44.196665125E-6	21.838169895E-6	17.884496239E+3	-583.320752738E+0	146.439755952E+3	20.467149548E+0	78.922616294E+0	38.996731956E+0	62.749699618E-6	-4.076764774E-3	7.606839969E-6	-41.356602311E-6	2.999000000E+0
265.356833935E+0	-550.000000000E-9	-9.861037766E-3	339.728689717E-6	-80.679649667E-3	46.449034541E-6	81.914862584E-6	20.545199873E-6	17.929159575E+3	-617.688526758E+0	146.690272121E+3	84.452790074E+0	148.936113789E+0	37.354908860E+0	64.817161676E-6	765.165493034E-6	7.537989583E-6	-41.356602311E-6	3.000400000E+0
275.192250729E+0	-540.000000000E-9	-9.693281078E-3	327.064161267E-6	-79.343711000E-3	47.223453147E-6	47.386429097E-6	25.976222861E-6	17.950520515E+3	-605.674372716E+0	146.932798148E+3	87.450839161E+0	87.752646476E+0	48.104116410E+0	59.610142159E-6	-789.606975063E-6	7.485373580E-6	-41.356602311E-6	3.000100000E+0
284.845442772E+0	-530.000000000E-9	-9.535372350E-3	334.630245867E-6	-77.997998333E-3	98.725124899E-6	66.721666472E-6	17.751651712E-6	17.991268586E+3	-631.377822390E+0	147.166034591E+3	186.273820565E+0	125.889936741E+0	33.493682476E+0	63.327721822E-6	1.321687574E-3	7.431006817E-6	-41.356602311E-6	2.999600000E+0
294.501804352E+0	-520.000000000E-9	-9.356903119E-3	331.539699133E-6	-76.683231333E-3	73.119554885E-6	31.595715647E-6	20.881158762E-6	17.994044460E+3	-637.576344487E+0	147.467752564E+3	140.614528624E+0	60.760991629E+0	40.156074543E+0	56.032067406E-6	-3.235673446E-3	7.605910401E-6	-41.356602311E-6	2.999900000E+0
304.212800026E+0	-510.000000000E-9	-9.184092789E-3	311.812452932E-6	-75.343060000E-3	76.483351815E-6	67.214861621E-6	16.975385832E-6	18.008025076E+3	-611.396966534E+0	147.731490196E+3	149.967356499E+0	131.793846315E+0	33.285070258E+0	57.866910969E-6	-506.913124020E-6	7.461732505E-6	-41.356602311E-6	3.000800000E+0
313.927305698E+0	-500.000000000E-9	-9.005424604E-3	310.034452000E-6	-74.013775000E-3	71.915553329E-6	35.249303435E-6	20.537857685E-6	18.010849208E+3	-620.068904000E+0	148.027550000E+3	143.831106658E+0	70.498606870E+0	41.075715369E+0	55.969673720E-6	-5.624294013E-3	7.522841227E-6	-41.356602311E-6	2.999600000E+0
323.665313721E+0	-490.000000000E-9	-8.818540968E-3	285.459262620E-6	-72.646231333E-3	70.529844581E-6	88.992075220E-6	22.477137002E-6	17.997022383E+3	-582.569923714E+0	148.257614966E+3	143.938458328E+0	181.616480040E+0	45.871708168E+0	53.509232784E-6	-406.914463420E-6	7.312380762E-6	-41.356602311E-6	2.999600000E+0
333.361458778E+0	-480.000000000E-9	-8.660560871E-3	283.890738023E-6	-71.263773333E-3	70.237710897E-6	65.896350560E-6	16.957801853E-6	18.042835149E+3	-591.439037549E+0	148.466194444E+3	146.328564368E+0	137.284063666E+0	35.328753860E+0	63.299113193E-6	-6.375418034E-3	7.233492808E-6	-41.356602311E-6	3.000300000E+0
343.045499325E+0	-470.000000000E-9	-8.508652537E-3	298.780641667E-6	-69.927051667E-3	63.997766657E-6	32.792066770E-6	21.130512353E-6	18.103516035E+3	-635.703492908E+0	148.780960993E+3	136.165460971E+0	69.770354829E+0	44.958536921E+0	65.829172718E-6	671.596018318E-6	7.480988937E-6	-41.356602311E-6	2.999800000E+0
352.753954411E+0	-460.000000000E-9	-8.336852650E-3	289.726977233E-6	-68.536278000E-3	73.770691173E-6	33.875950152E-6	16.881021460E-6	18.123592718E+3	-629.841254855E+0	148.991908696E+3	160.371067768E+0	73.643369895E+0	36.697872738E+0	58.207256206E-6	-1.104525143E-3	7.190242553E-6	-41.356602311E-6	3.000000000E+0
362.424590588E+0	-450.000000000E-9	-8.157989904E-3	273.934269320E-6	-67.148231000E-3	76.152375726E-6	51.623411606E-6	17.614327701E-6	18.128866454E+3	-608.742820711E+0	149.218291111E+3	169.227501613E+0	114.718692458E+0	39.142950446E+0	55.908791650E-6	-633.203631377E-6	7.204366999E-6	-41.356602311E-6	3.000400000E+0
371.810836315E+0	-440.000000000E-9	-8.001142594E-3	271.368858053E-6	-65.771853000E-3	87.631393223E-6	65.753884625E-6	16.030170724E-6	18.184414986E+3	-616.747404667E+0	149.481484091E+3	199.162257325E+0	149.440646875E+0	36.432206191E+0	63.756273267E-6	-3.898010479E-3	7.265445975E-6	-41.356602311E-6	2.999700000E+0
381.513764858E+0	-430.000000000E-9	-7.793164678E-3	261.622781000E-6	-64.385849000E-3	51.689865102E-6	35.999351020E-6	15.996631617E-6	18.123638786E+3	-608.425072093E+0	149.734532558E+3	120.208988609E+0	83.719420976E+0	37.201468878E+0	48.082028171E-6	-1.026053862E-3	7.214986393E-6	-41.356602311E-6	2.999700000E+0
391.257764339E+0	-420.000000000E-9	-7.626583928E-3	257.631402333E-6	-62.974886667E-3	76.425310066E-6	27.428622227E-6	17.592011771E-6	18.158533161E+3	-613.408100794E+0	149.940206349E+3	181.965023966E+0	65.306243399E+0	41.885742313E+0	60.030945833E-6	-2.505399972E-3	7.087361416E-6	-41.356602311E-6	2.999600000E+0
400.951760292E+0	-410.000000000E-9	-7.457736238E-3	232.256031730E-6	-61.563111000E-3	75.910332041E-6	64.611654934E-6	18.256252467E-6	18.189600581E+3	-566.478126171E+0	150.153929268E+3	185.147151320E+0	157.589402279E+0	44.527445041E+0	59.224973936E-6	-394.082914347E-6	7.083278340E-6	-41.356602311E-6	2.999500000E+0
410.668096066E+0	-400.000000000E-9	-7.287846458E-3	227.911670667E-6	-60.167665000E-3	72.807793811E-6	63.302530120E-6	20.819920128E-6	18.219616146E+3	-569.779176667E+0	150.419162500E+3	182.019484529E+0	158.256325299E+0	52.049800320E+0	58.861692563E-6	-2.301834459E-3	7.166167663E-6	-41.356602311E-6	2.999800000E+0
420.396097660E+0	-390.000000000E-9	-7.109624255E-3	221.753793113E-6	-58.755939333E-3	66.013719461E-6	63.925411358E-6	20.223294000E-6	18.229805783E+3	-568.599469521E+0	150.656254701E+3	169.265947335E+0	163.911311173E+0	51.854600001E+0	56.109731738E-6	-1.623936156E-3	7.083529213E-6	-41.356602311E-6	3.000300000E+0
430.098334789E+0	-380.000000000E-9	-6.930734392E-3	217.625220073E-6	-57.341898667E-3	61.197042962E-6	64.630359766E-6	25.143980391E-6	18.238774715E+3	-572.697947561E+0	150.899733333E+3	161.044849901E+0	170.079894120E+0	66.168369449E+0	55.900316513E-6	-2.422144383E-3	7.071932396E-6	-41.356602311E-6	2.999700000E+0
439.806517124E+0	-370.000000000E-9	-6.728990713E-3	207.842273977E-6	-55.908009667E-3	66.569558688E-6	62.451925774E-6	13.367797767E-6	18.186461386E+3	-561.735875613E+0	151.102728829E+3	179.917726184E+0	168.788988578E+0	36.129183153E+0	49.567848004E-6	-1.022186967E-3	6.974040529E-6	-41.356602311E-6	2.999700000E+0
449.534582615E+0	-360.000000000E-9	-6.596657497E-3	202.677020260E-6	-54.471473000E-3	71.928382156E-6	63.188361659E-6	21.692189147E-6	18.324048603E+3	-562.991722944E+0	151.309647222E+3	199.801061544E+0	175.523226831E+0	60.256080965E+0	75.566817631E-6	-1.936013321E-3	6.961186743E-6	-41.356602311E-6	2.999900000E+0
458.829341888E+0	-350.000000000E-9	-6.407070226E-3	194.266714100E-6	-53.033429667E-3	67.679939981E-6	67.254396469E-6	19.738633653E-6	18.305914931E+3	-555.047754571E+0	151.524084762E+3	193.371257088E+0	192.155418483E+0	56.396096153E+0	52.746157204E-6	-1.189017357E-3	6.953893369E-6	-41.356602311E-6	3.000700000E+0
468.546913624E+0	-340.000000000E-9	-6.213898717E-3	182.948144563E-6	-51.572504333E-3	67.776031705E-6	63.716573055E-6	17.983882954E-6	18.276172697E+3	-538.082778127E+0	151.683836275E+3	199.341269722E+0	187.401685456E+0	52.893773393E+0	51.767468462E-6	-883.503871015E-6	6.844976791E-6	-41.356602311E-6	2.998700000E+0
478.278648853E+0	-330.000000000E-9	-6.069785346E-3	180.777231363E-6	-50.146438000E-3	89.514904987E-6	37.724890936E-6	19.288132925E-6	18.393288928E+3	-547.809792010E+0	151.958903030E+3	271.257287838E+0	114.317851320E+0	58.448887651E+0	69.389814101E-6	-4.606356440E-3	7.012296529E-6	-41.356602311E-6	3.000600000E+0
487.960796833E+0	-320.000000000E-9	-5.903387110E-3	185.618524633E-6	-48.680087667E-3	95.932074448E-6	63.175528932E-6	17.346589983E-6	18.448084719E+3	-580.057889479E+0	152.125273958E+3	299.787732651E+0	197.423527913E+0	54.208093695E+0	60.096790810E-6	2.065563774E-3	6.819652693E-6	-41.356602311E-6	3.000400000E+0
497.677070618E+0	-310.000000000E-9	-5.690591855E-3	167.589606733E-6	-47.225209667E-3	65.454307315E-6	38.258798100E-6	17.274161786E-6	18.356747920E+3	-540.611634624E+0	152.339386022E+3	211.142926822E+0	123.415477741E+0	55.723102535E+0	46.993529135E-6	-554.664459368E-6	6.873428562E-6	-41.356602311E-6	3.000000000E+0
507.359077930E+0	-300.000000000E-9	-5.531309126E-3	162.435897933E-6	-45.749155667E-3	80.616594589E-6	66.429512921E-6	15.052717176E-6	18.437697086E+3	-541.452993111E+0	152.497185556E+3	268.721981962E+0	221.431709738E+0	50.175723919E+0	62.781445427E-6	-1.940350219E-3	6.774819891E-6	-41.356602311E-6	2.999800000E+0
516.779580116E+0	-290.000000000E-9	-5.391269073E-3	137.336086723E-6	-44.258844333E-3	107.819256319E-6	95.829396890E-6	17.136911097E-6	18.590583010E+3	-473.572712839E+0	152.616704598E+3	371.790539032E+0	330.446196172E+0	59.092796887E+0	71.408142239E-6	-398.409371144E-6	6.710007350E-6	-41.356602311E-6	3.000300000E+0
526.538008213E+0	-280.000000000E-9	-5.165967973E-3	154.873664053E-6	-42.789207333E-3	60.435600045E-6	62.905362616E-6	14.170335925E-6	18.449885617E+3	-553.120228762E+0	152.818597619E+3	215.841428732E+0	224.662009341E+0	50.608342590E+0	44.385047322E-6	570.204185666E-6	6.804401359E-6	-41.356602311E-6	3.000200000E+0
