[Main]
Experiment = "RvsT_75.00Vg"
Header length = 66    
Date = "20191122 23:21:34"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 4.000000E+0
Final temperature (K) = 3.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	STD_Voltage 2 (V)	Resistance 2 (Ohms)	STD_Resistance 2 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
12.993727186E+3	212.940100000E+0	100.000001490E-3	13.069744302E-9	280.280930482E-12	7.651259212E+6	164.081408309E+3	794.673013333E-6	10.964274611E-3	60.802491232E+3	838.905058711E+3	75.000000000E+0	381.216447298E-12
13.049378219E+3	213.985200000E+0	100.000001490E-3	13.422679206E-9	327.545167080E-12	7.450077585E+6	181.799540158E+3	300.212676667E-6	9.877412138E-3	22.366076999E+3	735.874856700E+3	75.000000000E+0	289.498119921E-12
13.106659595E+3	214.982400000E+0	100.000001490E-3	13.743142075E-9	319.070839495E-12	7.276356523E+6	168.933215680E+3	-298.344246667E-6	10.181490032E-3	-21.708590731E+3	740.841503072E+3	75.000000000E+0	403.994920850E-12
13.162667731E+3	215.962100000E+0	100.000001490E-3	13.721027362E-9	321.984677622E-12	7.288084110E+6	171.025926180E+3	-275.964236667E-6	8.654576444E-3	-20.112505382E+3	630.752801188E+3	75.000000000E+0	283.514683952E-12
13.219983733E+3	216.969200000E+0	100.000001490E-3	13.940289924E-9	325.792454267E-12	7.173452061E+6	167.647628959E+3	-582.707173333E-6	9.701149070E-3	-41.800219115E+3	695.907267591E+3	75.000000000E+0	473.185324257E-12
13.274588300E+3	217.991000000E+0	100.000001490E-3	14.335951274E-9	376.959682555E-12	6.975470241E+6	183.417967706E+3	-1.723915127E-3	9.553061466E-3	-120.251184852E+3	666.370949728E+3	75.000000000E+0	197.930824508E-12
13.329735538E+3	218.993000000E+0	100.000001490E-3	14.507091061E-9	389.107774373E-12	6.893180795E+6	184.888219579E+3	138.581860000E-6	9.007037858E-3	9.552698016E+3	620.871394560E+3	75.000000000E+0	426.220947425E-12
13.384583235E+3	219.977600000E+0	100.000001490E-3	14.700728124E-9	392.931036720E-12	6.802384253E+6	181.818742182E+3	-2.287987923E-3	9.388376978E-3	-155.637727881E+3	638.633467624E+3	75.000000000E+0	399.971805676E-12
13.440832468E+3	220.984600000E+0	100.000001490E-3	14.953712717E-9	430.874860782E-12	6.687302571E+6	192.687302393E+3	-646.344170000E-6	8.805235285E-3	-43.222989651E+3	588.832716809E+3	75.000000000E+0	305.538733203E-12
13.497610255E+3	221.976400000E+0	100.000001490E-3	15.318231777E-9	449.869378689E-12	6.528168717E+6	191.720770880E+3	923.282936667E-6	8.938422005E-3	60.273466945E+3	583.515260423E+3	75.000000000E+0	363.365532108E-12
13.552175559E+3	222.929500000E+0	100.000001490E-3	15.538378337E-9	489.064647440E-12	6.435678120E+6	202.560562151E+3	-1.321206777E-3	9.606040886E-3	-85.028614182E+3	618.213862302E+3	75.000000000E+0	375.533881769E-12
13.608141552E+3	223.976100000E+0	100.000001490E-3	15.850247384E-9	510.787673343E-12	6.309049888E+6	203.314486863E+3	-307.866990000E-6	8.998108240E-3	-19.423481700E+3	567.695129429E+3	75.000000000E+0	408.772432570E-12
13.664340932E+3	224.967100000E+0	100.000001490E-3	16.519467069E-9	586.940252876E-12	6.053464139E+6	215.080895613E+3	24.977876667E-6	9.144376426E-3	1.512026784E+3	553.551539372E+3	75.000000000E+0	339.581252007E-12
13.719857531E+3	225.973800000E+0	100.000001490E-3	16.968489833E-9	632.756898717E-12	5.893276448E+6	219.760943091E+3	2.905704603E-3	8.859339063E-3	171.241202484E+3	522.105334687E+3	75.000000000E+0	349.386630738E-12
13.776499710E+3	226.964000000E+0	100.000001490E-3	17.249508518E-9	647.267144677E-12	5.797266710E+6	217.535488970E+3	-1.128671293E-3	7.399023470E-3	-65.432084174E+3	428.941118088E+3	75.000000000E+0	349.386408693E-12
13.834117655E+3	227.952000000E+0	100.000001490E-3	17.516060689E-9	693.029529530E-12	5.709046301E+6	225.880564264E+3	-107.866406667E-6	8.259587505E-3	-6.158143008E+3	471.543667902E+3	75.000000000E+0	375.333181202E-12
13.891423208E+3	228.956300000E+0	100.000001490E-3	17.787529569E-9	744.969496353E-12	5.621916248E+6	235.454625643E+3	1.046562383E-3	7.533819603E-3	58.836859795E+3	423.545022030E+3	75.000000000E+0	347.173789716E-12
13.949596635E+3	229.933300000E+0	100.000001490E-3	18.156659247E-9	750.940656319E-12	5.507621206E+6	227.789519356E+3	-194.690450000E-6	7.753189308E-3	-10.722812350E+3	427.016292077E+3	75.000000000E+0	337.067096456E-12
14.006229339E+3	230.972800000E+0	100.000001490E-3	18.257003601E-9	784.516095419E-12	5.477350154E+6	235.365531517E+3	2.148454820E-3	7.064472048E-3	117.678391647E+3	386.945864888E+3	75.000000000E+0	325.099724918E-12
14.061707268E+3	231.967300000E+0	100.000001490E-3	18.595013249E-9	828.537060694E-12	5.377785977E+6	239.617736587E+3	1.397550750E-3	7.215085431E-3	75.157287135E+3	388.011846780E+3	75.000000000E+0	304.382408167E-12
14.117653274E+3	232.979500000E+0	100.000001490E-3	18.793996079E-9	823.191687497E-12	5.320848268E+6	233.057304389E+3	1.786769277E-3	7.315006634E-3	95.071280698E+3	389.220398007E+3	75.000000000E+0	305.237168874E-12
14.174707566E+3	233.967300000E+0	100.000001490E-3	19.148368715E-9	858.721944873E-12	5.222377059E+6	234.201140134E+3	93.267723333E-6	7.517053341E-3	4.870792114E+3	392.568863323E+3	75.000000000E+0	357.632867765E-12
14.228520201E+3	234.931300000E+0	100.000001490E-3	19.304928062E-9	872.539593905E-12	5.180024560E+6	234.125530622E+3	1.209770807E-3	6.832296221E-3	62.666423972E+3	353.914616987E+3	75.000000000E+0	331.082966598E-12
14.285770102E+3	235.941800000E+0	100.000001490E-3	19.851102386E-9	966.776888096E-12	5.037503688E+6	245.333586267E+3	2.180061653E-3	7.114699026E-3	109.820684561E+3	358.403220498E+3	75.000000000E+0	330.529853487E-12
14.343293637E+3	236.959800000E+0	100.000001490E-3	20.400187299E-9	1.003212534E-9	4.901915851E+6	241.059719303E+3	2.078642553E-3	7.692240855E-3	101.893307296E+3	377.067168191E+3	75.000000000E+0	305.940967005E-12
14.400069096E+3	237.969300000E+0	100.000001490E-3	20.701613619E-9	1.027998405E-9	4.830541393E+6	239.874482239E+3	-2.244436617E-3	6.009164294E-3	-108.418438192E+3	290.275164267E+3	75.000000000E+0	357.683327401E-12
14.458048107E+3	238.937300000E+0	100.000001490E-3	21.186331157E-9	1.152046866E-9	4.720024470E+6	256.660266357E+3	-131.693253333E-6	6.318048154E-3	-6.215953690E+3	298.213414427E+3	75.000000000E+0	368.092140102E-12
14.515029976E+3	239.954400000E+0	100.000001490E-3	21.498298921E-9	1.044889088E-9	4.651530889E+6	226.079927751E+3	1.442529163E-3	6.265068468E-3	67.099688614E+3	291.421590655E+3	75.000000000E+0	324.797022611E-12
14.572912296E+3	240.940500000E+0	100.000001490E-3	22.038687091E-9	1.175808128E-9	4.537475444E+6	242.083409257E+3	1.520215023E-3	5.645645760E-3	68.979382349E+3	256.169786200E+3	75.000000000E+0	343.553602233E-12
14.628390477E+3	241.975000000E+0	100.000001490E-3	22.559922997E-9	1.230623933E-9	4.432639309E+6	241.796570850E+3	274.823623333E-6	5.844948564E-3	12.181939777E+3	259.085483774E+3	75.000000000E+0	322.735532743E-12
14.684523202E+3	242.955200000E+0	100.000001490E-3	22.982437669E-9	1.228007577E-9	4.351148600E+6	232.492459161E+3	505.387876667E-6	6.234245650E-3	21.990177193E+3	271.261288300E+3	75.000000000E+0	313.131881535E-12
14.739150333E+3	243.991500000E+0	100.000001490E-3	23.429436393E-9	1.371832500E-9	4.268135170E+6	249.906418630E+3	-269.903923333E-6	5.651791314E-3	-11.519864106E+3	241.226089234E+3	75.000000000E+0	315.796749861E-12
14.795730973E+3	244.966800000E+0	100.000001490E-3	23.819174852E-9	1.282782735E-9	4.198298308E+6	226.099544545E+3	-47.034206667E-6	5.618871381E-3	-1.974636273E+3	235.896978622E+3	75.000000000E+0	320.724447000E-12
14.854295328E+3	245.930500000E+0	100.000001490E-3	24.593990578E-9	1.425399701E-9	4.066033984E+6	235.656088618E+3	2.829150990E-3	5.663009892E-3	115.034238997E+3	230.259903276E+3	75.000000000E+0	319.316295627E-12
14.910849888E+3	246.978300000E+0	100.000001490E-3	24.998435980E-9	1.432436928E-9	4.000250319E+6	229.218591131E+3	1.502781833E-3	5.219915469E-3	60.115034179E+3	208.809682084E+3	75.000000000E+0	321.780713186E-12
14.966671127E+3	247.955100000E+0	100.000001490E-3	25.587690718E-9	1.649816806E-9	3.908129209E+6	251.984335810E+3	2.772743170E-3	5.304623951E-3	108.362384107E+3	207.311554961E+3	75.000000000E+0	353.308743373E-12
15.028573740E+3	248.961600000E+0	100.000001490E-3	25.871838272E-9	1.530950688E-9	3.865206656E+6	228.721311829E+3	555.480130000E-6	5.525663977E-3	21.470454637E+3	213.578328660E+3	75.000000000E+0	348.380657655E-12
15.087740324E+3	249.993100000E+0	100.000001490E-3	26.370620284E-9	1.649348335E-9	3.792098950E+6	237.176525309E+3	7.749766667E-6	4.942731661E-3	293.878816012E+0	187.433272627E+3	75.000000000E+0	421.292833952E-12
15.145489840E+3	250.951300000E+0	100.000001490E-3	26.926456034E-9	1.785600765E-9	3.713819649E+6	246.278203058E+3	2.611960523E-3	5.360691850E-3	97.003501688E+3	199.086424280E+3	75.000000000E+0	348.230055902E-12
15.204728805E+3	251.986000000E+0	100.000001490E-3	27.341866055E-9	1.757563923E-9	3.657394901E+6	235.101193049E+3	1.977152160E-3	4.872175876E-3	72.312261206E+3	178.194709411E+3	75.000000000E+0	381.869896815E-12
15.265277420E+3	252.969600000E+0	100.000001490E-3	27.918024336E-9	1.866698750E-9	3.581915407E+6	239.499648388E+3	290.414090000E-6	5.256761578E-3	10.402386878E+3	188.292750040E+3	75.000000000E+0	300.711427981E-12
15.321989058E+3	253.956100000E+0	100.000001490E-3	28.482930326E-9	1.930933862E-9	3.510874771E+6	238.011570600E+3	989.612120000E-6	4.904365516E-3	34.744041736E+3	172.186129037E+3	75.000000000E+0	356.678159230E-12
15.383249297E+3	254.966600000E+0	100.000001490E-3	29.000145568E-9	2.031665037E-9	3.448258605E+6	241.574871680E+3	1.117580130E-3	4.741287227E-3	38.537052422E+3	163.491842343E+3	75.000000000E+0	387.602588914E-12
15.440929983E+3	255.953800000E+0	100.000001490E-3	29.540305129E-9	2.083014935E-9	3.385205436E+6	238.705505862E+3	1.462754313E-3	4.357914028E-3	49.517237786E+3	147.524340338E+3	75.000000000E+0	344.961420540E-12
15.505614009E+3	257.006600000E+0	100.000001490E-3	30.226403327E-9	2.250389693E-9	3.308365882E+6	246.311557434E+3	3.201821850E-3	4.538345004E-3	105.927980097E+3	150.145055477E+3	75.000000000E+0	400.525751454E-12
15.564249213E+3	257.968200000E+0	100.000001490E-3	30.708420779E-9	2.354567256E-9	3.256435823E+6	249.687120556E+3	2.318777377E-3	4.164763386E-3	75.509496023E+3	135.622844822E+3	75.000000000E+0	347.828044145E-12
15.629383281E+3	258.950600000E+0	100.000001490E-3	31.369941561E-9	2.454668581E-9	3.187764991E+6	249.439628499E+3	2.152126520E-3	4.268766333E-3	68.604734753E+3	136.078236711E+3	75.000000000E+0	375.986630718E-12
15.696828451E+3	259.985600000E+0	100.000001490E-3	31.644681473E-9	2.313092611E-9	3.160088736E+6	230.989144627E+3	1.891646193E-3	4.591255608E-3	59.777697397E+3	145.087749169E+3	75.000000000E+0	330.781374513E-12
15.756420086E+3	260.993600000E+0	100.000001490E-3	32.657184334E-9	2.609561674E-9	3.062113392E+6	244.686549428E+3	1.975358933E-3	4.080155664E-3	60.487729533E+3	124.938991132E+3	75.000000000E+0	306.745545631E-12
15.818366796E+3	261.939600000E+0	100.000001490E-3	33.358917179E-9	2.638355022E-9	2.997699264E+6	237.087878675E+3	1.819768303E-3	4.429709165E-3	54.551180231E+3	132.789357085E+3	75.000000000E+0	317.858600551E-12
15.880060665E+3	262.955400000E+0	100.000001490E-3	33.882803809E-9	2.834213996E-9	2.951349660E+6	246.873209181E+3	1.229643217E-3	4.236271420E-3	36.291070349E+3	125.027180272E+3	75.000000000E+0	326.708216036E-12
15.939902829E+3	263.986700000E+0	100.000001490E-3	34.922285958E-9	3.073283770E-9	2.863501021E+6	251.998143088E+3	1.931960837E-3	4.213196919E-3	55.321717455E+3	120.644934982E+3	75.000000000E+0	343.503114841E-12
16.005102086E+3	264.995000000E+0	100.000001490E-3	35.163146529E-9	3.040633805E-9	2.843886607E+6	245.917064067E+3	2.297035503E-3	4.365858098E-3	65.325084075E+3	124.160051896E+3	75.000000000E+0	330.781291247E-12
16.065486398E+3	265.957700000E+0	100.000001490E-3	36.251160129E-9	3.297623936E-9	2.758532448E+6	250.932731449E+3	2.301765050E-3	4.464630954E-3	63.494934832E+3	123.158291720E+3	75.000000000E+0	313.634618276E-12
16.129703697E+3	266.929700000E+0	100.000001490E-3	36.876508517E-9	3.330310396E-9	2.711753512E+6	244.897938474E+3	2.500916260E-3	4.288413955E-3	67.818683508E+3	116.291214307E+3	75.000000000E+0	320.070886461E-12
16.191297161E+3	267.942200000E+0	100.000001490E-3	37.355588702E-9	3.367971850E-9	2.676975654E+6	241.355549696E+3	2.236858197E-3	4.098857138E-3	59.880148444E+3	109.725406028E+3	75.000000000E+0	368.746116974E-12
16.252191164E+3	268.946200000E+0	100.000001490E-3	38.289498135E-9	3.496563919E-9	2.611682220E+6	238.496565944E+3	100.281616667E-6	4.032235452E-3	2.619037113E+3	105.309174802E+3	75.000000000E+0	341.089406719E-12
16.316459754E+3	269.911300000E+0	100.000001490E-3	39.351797887E-9	3.819884636E-9	2.541179993E+6	246.672704543E+3	2.596418193E-3	4.339424525E-3	65.979658687E+3	110.272586199E+3	75.000000000E+0	356.778190325E-12
16.379419713E+3	270.934100000E+0	100.000001490E-3	40.035383856E-9	3.918866738E-9	2.497790501E+6	244.496422158E+3	1.586230440E-3	4.100710670E-3	39.620712660E+3	102.427160042E+3	75.000000000E+0	391.423976565E-12
16.445114162E+3	271.987400000E+0	100.000001490E-3	40.921128530E-9	4.071719321E-9	2.443725407E+6	243.154681078E+3	1.640194550E-3	4.254206546E-3	40.081850352E+3	103.961124705E+3	75.000000000E+0	294.777785514E-12
16.509991238E+3	272.990600000E+0	100.000001490E-3	41.397549723E-9	4.054176993E-9	2.415601942E+6	236.566605554E+3	1.438735837E-3	3.301535073E-3	34.754130288E+3	79.751944129E+3	75.000000000E+0	344.106576566E-12
16.572580071E+3	274.006500000E+0	100.000001490E-3	42.131110123E-9	4.268550571E-9	2.373542999E+6	240.477601841E+3	1.524392533E-3	3.416131010E-3	36.182111719E+3	81.083337235E+3	75.000000000E+0	356.727952733E-12
16.634298800E+3	274.932100000E+0	100.000001490E-3	43.358403521E-9	4.467860599E-9	2.306358015E+6	237.658337645E+3	1.753394377E-3	3.364194681E-3	40.439551143E+3	77.590372529E+3	75.000000000E+0	304.885172664E-12
16.702901613E+3	275.964300000E+0	100.000001490E-3	44.368061284E-9	4.774938014E-9	2.253873588E+6	242.564276293E+3	3.831708507E-3	3.204616433E-3	86.361864725E+3	72.228002314E+3	75.000000000E+0	416.213868926E-12
16.765262875E+3	276.932500000E+0	100.000001490E-3	44.634991420E-9	4.734464617E-9	2.240394773E+6	237.640233488E+3	3.851559367E-3	3.718136907E-3	86.290133462E+3	83.300943683E+3	75.000000000E+0	455.184667736E-12
16.830185811E+3	277.987400000E+0	100.000001490E-3	45.832459760E-9	4.954543789E-9	2.181859800E+6	235.861657374E+3	3.404977950E-3	3.211993079E-3	74.291843986E+3	70.081184723E+3	75.000000000E+0	382.724685277E-12
16.890723358E+3	278.958200000E+0	100.000001490E-3	45.993387072E-9	4.903520214E-9	2.174225641E+6	231.802005867E+3	2.756349567E-3	3.536371689E-3	59.929258142E+3	76.888698869E+3	75.000000000E+0	432.757746305E-12
16.950002246E+3	279.942200000E+0	100.000001490E-3	47.739764591E-9	5.523179982E-9	2.094689874E+6	242.341982244E+3	3.591885530E-3	2.868666135E-3	75.238861372E+3	60.089658165E+3	75.000000000E+0	367.387731348E-12
17.012070068E+3	280.934200000E+0	100.000001490E-3	47.996459345E-9	5.398504361E-9	2.083487050E+6	234.344659560E+3	4.117969070E-3	3.830860638E-3	85.797351016E+3	79.815484108E+3	75.000000000E+0	317.707665731E-12
17.076546183E+3	281.997000000E+0	100.000001490E-3	49.299093882E-9	5.738315150E-9	2.028434878E+6	236.105730853E+3	3.473006873E-3	3.328113401E-3	70.447681689E+3	67.508611996E+3	75.000000000E+0	415.811884924E-12
17.141237134E+3	283.002600000E+0	100.000001490E-3	50.056541106E-9	5.879146214E-9	1.997740940E+6	234.634891357E+3	4.660422390E-3	3.342623474E-3	93.103164682E+3	66.776956615E+3	75.000000000E+0	316.148662804E-12
17.202971533E+3	283.991900000E+0	100.000001490E-3	51.377353648E-9	6.235320095E-9	1.946382879E+6	236.219256406E+3	2.887920563E-3	3.462788877E-3	56.209990556E+3	67.399128826E+3	75.000000000E+0	397.005345265E-12
17.265541876E+3	285.005400000E+0	100.000001490E-3	51.941366756E-9	6.299355331E-9	1.925247789E+6	233.490581383E+3	4.161800707E-3	3.508549995E-3	80.124974883E+3	67.548280180E+3	75.000000000E+0	328.116256387E-12
17.327287281E+3	285.929300000E+0	100.000001490E-3	52.499523672E-9	6.291462713E-9	1.904779215E+6	228.265831196E+3	4.992301677E-3	3.081023069E-3	95.092323272E+3	58.686686151E+3	75.000000000E+0	396.250698920E-12
17.390013232E+3	286.924300000E+0	100.000001490E-3	53.794148970E-9	6.638574611E-9	1.858938256E+6	229.405995794E+3	2.625712967E-3	3.737567614E-3	48.810382113E+3	69.479073207E+3	75.000000000E+0	308.103348390E-12
17.452785872E+3	287.997100000E+0	100.000001490E-3	54.642370916E-9	6.856581324E-9	1.830081671E+6	229.640544477E+3	4.503341013E-3	3.432093086E-3	82.414817254E+3	62.810105569E+3	75.000000000E+0	244.041065134E-12
17.517517990E+3	288.976500000E+0	100.000001490E-3	55.905526541E-9	7.197044918E-9	1.788731950E+6	230.273910021E+3	4.410100540E-3	3.276268851E-3	78.884876199E+3	58.603666829E+3	75.000000000E+0	340.435457602E-12
17.584047660E+3	289.965200000E+0	100.000001490E-3	57.180378434E-9	7.403136052E-9	1.748851691E+6	226.423597642E+3	4.914102126E-3	3.682015429E-3	85.940356826E+3	64.392988114E+3	75.000000000E+0	305.136527157E-12
17.647682019E+3	290.987100000E+0	100.000001490E-3	57.568639252E-9	7.512039128E-9	1.737056891E+6	226.665759311E+3	4.869110740E-3	2.979092184E-3	84.579222356E+3	51.748525279E+3	75.000000000E+0	274.061079386E-12
17.712356660E+3	291.970500000E+0	100.000001490E-3	58.499644895E-9	7.693647950E-9	1.709412111E+6	224.815296033E+3	3.794501827E-3	3.102625603E-3	64.863672821E+3	53.036657028E+3	75.000000000E+0	356.978946403E-12
17.773765740E+3	292.931100000E+0	100.000001490E-3	59.378119795E-9	7.946447515E-9	1.684122061E+6	225.382474432E+3	3.847814240E-3	2.737591591E-3	64.801887518E+3	46.104383241E+3	75.000000000E+0	317.154358331E-12
17.834031788E+3	293.958000000E+0	100.000001490E-3	60.608027745E-9	8.273996568E-9	1.649946471E+6	225.244937772E+3	4.434194387E-3	3.130367821E-3	73.161832708E+3	51.649392628E+3	75.000000000E+0	341.139588800E-12
17.892285237E+3	295.003600000E+0	100.000001490E-3	61.612162387E-9	8.498222363E-9	1.623056189E+6	223.869636582E+3	4.055746833E-3	2.821470136E-3	65.827049014E+3	45.794044991E+3	75.000000000E+0	345.212913810E-12
17.957785126E+3	295.942100000E+0	100.000001490E-3	62.128376458E-9	8.590966043E-9	1.609570492E+6	222.567629030E+3	4.059936260E-3	3.141883177E-3	65.347535079E+3	50.570823766E+3	75.000000000E+0	285.927892474E-12
18.021905762E+3	296.991500000E+0	100.000001490E-3	63.604076614E-9	8.895627531E-9	1.572226291E+6	219.890614367E+3	3.171588137E-3	2.608789810E-3	49.864541795E+3	41.016078666E+3	75.000000000E+0	329.373334162E-12
18.085854583E+3	297.979400000E+0	100.000001490E-3	64.068440898E-9	9.034259332E-9	1.560830888E+6	220.091995641E+3	4.643691100E-3	2.764750764E-3	72.480163945E+3	43.153083253E+3	75.000000000E+0	345.313361239E-12
18.148099280E+3	298.985400000E+0	100.000001490E-3	65.601065839E-9	9.461309171E-9	1.524365499E+6	219.851508435E+3	5.582233724E-3	2.994668778E-3	85.093643723E+3	45.649696991E+3	75.000000000E+0	337.167349596E-12
18.209349387E+3	299.936500000E+0	100.000001490E-3	66.508274273E-9	9.679160875E-9	1.503572339E+6	218.819668871E+3	4.328782530E-3	2.592379623E-3	65.086375753E+3	38.978302348E+3	75.000000000E+0	337.318090127E-12
